Ticket,Date,Resultat_net,BNPA,Dividende,Description,Profile_Téléphone_,Profile_Adresse_,Profile_Dirigeants_,Profile_Nombre_de_titres_,Profile_Valorisation_de_la_société_,Company_Name,Pays,Secteur,Trismestre,chiffre,PER
BOAN.ne,2022,9397,722.81,567,"BANK OF AFRICA - NIGER (BOA-NIGER) est issue d’une reprise des activités de la NIGERIA INTERNATIONAL BANK (NIB, banque affiliée à la CITIBANK) par le Groupe BANK OF AFRICA. Ouverte au public le 25 avril 1994 sous la forme de Société Anonyme avec Conseil d’Administration, elle détient actuellement un capital de 10 milliards de F CFA. BOA-NIGER fait son introduction à la Bourse Régionale des Valeurs Mobilières (BRVM) en décembre 2003 et est à ce jour la seule Banque nigérienne cotée en bourse. Elle affiche un total bilan de 295 milliards FCFA et un total dépôt 157 milliards FCFA pour 28 agences.",(227) 20 73 36 20/ 21 / 20 73 32 46,BANK OF AFRICA – Immeuble BANK OF AFRICA au  Niger – Rue du Gawèye BP 10973 – Niamey – Niger Niamey,Boureima Wankoye,13 000 000,70 395 MFCFA,Bank of Africa Niger,Niger,Banque,"-19,2 %",24995,7.35
BOAN.ne,2023,10134,779.55,614,"BANK OF AFRICA - NIGER (BOA-NIGER) est issue d’une reprise des activités de la NIGERIA INTERNATIONAL BANK (NIB, banque affiliée à la CITIBANK) par le Groupe BANK OF AFRICA. Ouverte au public le 25 avril 1994 sous la forme de Société Anonyme avec Conseil d’Administration, elle détient actuellement un capital de 10 milliards de F CFA. BOA-NIGER fait son introduction à la Bourse Régionale des Valeurs Mobilières (BRVM) en décembre 2003 et est à ce jour la seule Banque nigérienne cotée en bourse. Elle affiche un total bilan de 295 milliards FCFA et un total dépôt 157 milliards FCFA pour 28 agences.",(227) 20 73 36 20/ 21 / 20 73 32 46,BANK OF AFRICA – Immeuble BANK OF AFRICA au  Niger – Rue du Gawèye BP 10973 – Niamey – Niger Niamey,Boureima Wankoye,13 000 000,70 395 MFCFA,Bank of Africa Niger,Niger,Banque,"-19,2 %",24624,6.81
BOAN.ne,2024,10077,775.13,609,"BANK OF AFRICA - NIGER (BOA-NIGER) est issue d’une reprise des activités de la NIGERIA INTERNATIONAL BANK (NIB, banque affiliée à la CITIBANK) par le Groupe BANK OF AFRICA. Ouverte au public le 25 avril 1994 sous la forme de Société Anonyme avec Conseil d’Administration, elle détient actuellement un capital de 10 milliards de F CFA. BOA-NIGER fait son introduction à la Bourse Régionale des Valeurs Mobilières (BRVM) en décembre 2003 et est à ce jour la seule Banque nigérienne cotée en bourse. Elle affiche un total bilan de 295 milliards FCFA et un total dépôt 157 milliards FCFA pour 28 agences.",(227) 20 73 36 20/ 21 / 20 73 32 46,BANK OF AFRICA – Immeuble BANK OF AFRICA au  Niger – Rue du Gawèye BP 10973 – Niamey – Niger Niamey,Boureima Wankoye,13 000 000,70 395 MFCFA,Bank of Africa Niger,Niger,Banque,"-19,2 %",26976,6.85
BOAS.sn,2020,9115,379.79,161,"BOAS , ouverte au public en 2001, détient actuellement un capital de 24 milliards FCFA. Elle est la seule banque sénégalaise cotée à la BRVM.",(221) 33 865 64 67,"BANK OF AFRICA - SENEGAL – Immeuble Elan – Route de Ngor, Zone 12, qua  Dakar",Abdel Zampalégré,24 000 000,94 800 MFCFA,"Bank of Africa, Sénégal",Senegal,Banque,"+18,44 %",30102,10.2
BOAS.sn,2021,7667,319.46,161,"BOAS , ouverte au public en 2001, détient actuellement un capital de 24 milliards FCFA. Elle est la seule banque sénégalaise cotée à la BRVM.",(221) 33 865 64 67,"BANK OF AFRICA - SENEGAL – Immeuble Elan – Route de Ngor, Zone 12, qua  Dakar",Abdel Zampalégré,24 000 000,94 800 MFCFA,"Bank of Africa, Sénégal",Senegal,Banque,"+18,44 %",29997,12.13
BOAS.sn,2022,11070,461.0,188,"BOAS , ouverte au public en 2001, détient actuellement un capital de 24 milliards FCFA. Elle est la seule banque sénégalaise cotée à la BRVM.",(221) 33 865 64 67,"BANK OF AFRICA - SENEGAL – Immeuble Elan – Route de Ngor, Zone 12, qua  Dakar",Abdel Zampalégré,24 000 000,94 800 MFCFA,"Bank of Africa, Sénégal",Senegal,Banque,"+18,44 %",35727,8.41
BOAS.sn,2023,15581,649.21,188,"BOAS , ouverte au public en 2001, détient actuellement un capital de 24 milliards FCFA. Elle est la seule banque sénégalaise cotée à la BRVM.",(221) 33 865 64 67,"BANK OF AFRICA - SENEGAL – Immeuble Elan – Route de Ngor, Zone 12, qua  Dakar",Abdel Zampalégré,24 000 000,94 800 MFCFA,"Bank of Africa, Sénégal",Senegal,Banque,"+18,44 %",40503,5.97
BOAS.sn,2024,17022,709.0,300,"BOAS , ouverte au public en 2001, détient actuellement un capital de 24 milliards FCFA. Elle est la seule banque sénégalaise cotée à la BRVM.",(221) 33 865 64 67,"BANK OF AFRICA - SENEGAL – Immeuble Elan – Route de Ngor, Zone 12, qua  Dakar",Abdel Zampalégré,24 000 000,94 800 MFCFA,"Bank of Africa, Sénégal",Senegal,Banque,"+18,44 %",45426,5.47
CABC.ci,2020,638,107.76,75,"Crée en 1976, la SICABLE est une entreprise ivoirienne, filiale du Groupe PRYSMIAN, elle est spécialisée dans la fabrication de câbles électriques. La société commercialise des câbles de basse, moyenne et haute tension pour l’utilisation dans l'industrie, la construction, l'infrastructure et les réseaux aériens. La SICABLE exporte vers les pays de la sous-région ouest africain.",(+225) 21-21-35-35 bs,Rue du textile Zone Industrielle de Vridi  CI 15 BP 35 Abidjan 15 Abidjan,Frédéric TAILHEURET,5 920 000,5 950 MFCFA, SICABLE  Cote Ivoire,Cote Ivoire,Industrie,-12 %,15200,9.84
CABC.ci,2021,1167,197.07,133,"Crée en 1976, la SICABLE est une entreprise ivoirienne, filiale du Groupe PRYSMIAN, elle est spécialisée dans la fabrication de câbles électriques. La société commercialise des câbles de basse, moyenne et haute tension pour l’utilisation dans l'industrie, la construction, l'infrastructure et les réseaux aériens. La SICABLE exporte vers les pays de la sous-région ouest africain.",(+225) 21-21-35-35 bs,Rue du textile Zone Industrielle de Vridi  CI 15 BP 35 Abidjan 15 Abidjan,Frédéric TAILHEURET,5 920 000,5 950 MFCFA, SICABLE  Cote Ivoire,Cote Ivoire,Industrie,-12 %,18898,5.38
CABC.ci,2022,40,6.77,69,"Crée en 1976, la SICABLE est une entreprise ivoirienne, filiale du Groupe PRYSMIAN, elle est spécialisée dans la fabrication de câbles électriques. La société commercialise des câbles de basse, moyenne et haute tension pour l’utilisation dans l'industrie, la construction, l'infrastructure et les réseaux aériens. La SICABLE exporte vers les pays de la sous-région ouest africain.",(+225) 21-21-35-35 bs,Rue du textile Zone Industrielle de Vridi  CI 15 BP 35 Abidjan 15 Abidjan,Frédéric TAILHEURET,5 920 000,5 950 MFCFA, SICABLE  Cote Ivoire,Cote Ivoire,Industrie,-12 %,19037,156.57
CABC.ci,2023,1075,181.62,69,"Crée en 1976, la SICABLE est une entreprise ivoirienne, filiale du Groupe PRYSMIAN, elle est spécialisée dans la fabrication de câbles électriques. La société commercialise des câbles de basse, moyenne et haute tension pour l’utilisation dans l'industrie, la construction, l'infrastructure et les réseaux aériens. La SICABLE exporte vers les pays de la sous-région ouest africain.",(+225) 21-21-35-35 bs,Rue du textile Zone Industrielle de Vridi  CI 15 BP 35 Abidjan 15 Abidjan,Frédéric TAILHEURET,5 920 000,5 950 MFCFA, SICABLE  Cote Ivoire,Cote Ivoire,Industrie,-12 %,16481,5.84
CABC.ci,2024,1430,242.0,80,"Crée en 1976, la SICABLE est une entreprise ivoirienne, filiale du Groupe PRYSMIAN, elle est spécialisée dans la fabrication de câbles électriques. La société commercialise des câbles de basse, moyenne et haute tension pour l’utilisation dans l'industrie, la construction, l'infrastructure et les réseaux aériens. La SICABLE exporte vers les pays de la sous-région ouest africain.",(+225) 21-21-35-35 bs,Rue du textile Zone Industrielle de Vridi  CI 15 BP 35 Abidjan 15 Abidjan,Frédéric TAILHEURET,5 920 000,5 950 MFCFA, SICABLE  Cote Ivoire,Cote Ivoire,Industrie,-12 %,17753,4.38
CBIBF.bf,2020,27692,865.38,420,"Coris Bank International (CBI) est une banque commerciale fortement orientée vers le financement des activités agricoles et des petites et moyennes entreprises (PME). Fondé en 2008 sur une ancienne institution financière non bancaire « l’ex Financière du Burkina » (FIB-SA), Coris Bank International est le premier groupe bancaire burkinabé avec un total bilan de 1 132 milliards FCFA à fin 2017. Déjà présente en Côte d’Ivoire, au Benin, au Mali, au Sénégal et au Togo, la banque continue de poursuivre sa stratégie de croissance en Afrique de l’ouest.",+226 25 31 23 23 ou 25 49 10 00,1242 Avenue du Dr Kwamé N’krumah 01 BP : 6585 Ouagadougou 01 Ouagadougou,Idrissa Nassa,32 000 000,332 800 MFCFA,Cori Bank,Burkina Faso,Banque,"+0,64 %",59005,12.13
CBIBF.bf,2021,34373,1074.16,406,"Coris Bank International (CBI) est une banque commerciale fortement orientée vers le financement des activités agricoles et des petites et moyennes entreprises (PME). Fondé en 2008 sur une ancienne institution financière non bancaire « l’ex Financière du Burkina » (FIB-SA), Coris Bank International est le premier groupe bancaire burkinabé avec un total bilan de 1 132 milliards FCFA à fin 2017. Déjà présente en Côte d’Ivoire, au Benin, au Mali, au Sénégal et au Togo, la banque continue de poursuivre sa stratégie de croissance en Afrique de l’ouest.",+226 25 31 23 23 ou 25 49 10 00,1242 Avenue du Dr Kwamé N’krumah 01 BP : 6585 Ouagadougou 01 Ouagadougou,Idrissa Nassa,32 000 000,332 800 MFCFA,Cori Bank,Burkina Faso,Banque,"+0,64 %",75784,9.78
CBIBF.bf,2022,46549,1454.66,448,"Coris Bank International (CBI) est une banque commerciale fortement orientée vers le financement des activités agricoles et des petites et moyennes entreprises (PME). Fondé en 2008 sur une ancienne institution financière non bancaire « l’ex Financière du Burkina » (FIB-SA), Coris Bank International est le premier groupe bancaire burkinabé avec un total bilan de 1 132 milliards FCFA à fin 2017. Déjà présente en Côte d’Ivoire, au Benin, au Mali, au Sénégal et au Togo, la banque continue de poursuivre sa stratégie de croissance en Afrique de l’ouest.",+226 25 31 23 23 ou 25 49 10 00,1242 Avenue du Dr Kwamé N’krumah 01 BP : 6585 Ouagadougou 01 Ouagadougou,Idrissa Nassa,32 000 000,332 800 MFCFA,Cori Bank,Burkina Faso,Banque,"+0,64 %",90298,7.22
CBIBF.bf,2023,56478,1764.94,525,"Coris Bank International (CBI) est une banque commerciale fortement orientée vers le financement des activités agricoles et des petites et moyennes entreprises (PME). Fondé en 2008 sur une ancienne institution financière non bancaire « l’ex Financière du Burkina » (FIB-SA), Coris Bank International est le premier groupe bancaire burkinabé avec un total bilan de 1 132 milliards FCFA à fin 2017. Déjà présente en Côte d’Ivoire, au Benin, au Mali, au Sénégal et au Togo, la banque continue de poursuivre sa stratégie de croissance en Afrique de l’ouest.",+226 25 31 23 23 ou 25 49 10 00,1242 Avenue du Dr Kwamé N’krumah 01 BP : 6585 Ouagadougou 01 Ouagadougou,Idrissa Nassa,32 000 000,332 800 MFCFA,Cori Bank,Burkina Faso,Banque,"+0,64 %",111106,5.95
CBIBF.bf,2024,64247,2007.72,790,"Coris Bank International (CBI) est une banque commerciale fortement orientée vers le financement des activités agricoles et des petites et moyennes entreprises (PME). Fondé en 2008 sur une ancienne institution financière non bancaire « l’ex Financière du Burkina » (FIB-SA), Coris Bank International est le premier groupe bancaire burkinabé avec un total bilan de 1 132 milliards FCFA à fin 2017. Déjà présente en Côte d’Ivoire, au Benin, au Mali, au Sénégal et au Togo, la banque continue de poursuivre sa stratégie de croissance en Afrique de l’ouest.",+226 25 31 23 23 ou 25 49 10 00,1242 Avenue du Dr Kwamé N’krumah 01 BP : 6585 Ouagadougou 01 Ouagadougou,Idrissa Nassa,32 000 000,332 800 MFCFA,Cori Bank,Burkina Faso,Banque,"+0,64 %",129203,5.23
CFAC.ci,2020,5255,28.98,26,"La société : CFAO MOTORS est une filiale du groupe CFAO, détenue à plus de 97% par TTC Japan (Toyota). Le groupe est présent en Côte d'Ivoire depuis 1973 et est le distributeur exclusif de huit marques de renommée mondiale : Citroën, Peugeot, Toyota, Mitsubishi, Yamaha, Suzuki, JCB et Bridgestone. La société est actuellement le leader du marché avec plus de 38% de part de marché au 1er trimestre 2018.",(+225) 21-75-11-60,Treichville Boulevard de Marseille  ABIDJAN,Edouard ROCHET,181 371 900,124 240 MFCFA,CFAO MOTORS,Cote Ivoire,Distribution,Pas encore %,103290,24.15
CFAC.ci,2021,3780,20.84,22,"La société : CFAO MOTORS est une filiale du groupe CFAO, détenue à plus de 97% par TTC Japan (Toyota). Le groupe est présent en Côte d'Ivoire depuis 1973 et est le distributeur exclusif de huit marques de renommée mondiale : Citroën, Peugeot, Toyota, Mitsubishi, Yamaha, Suzuki, JCB et Bridgestone. La société est actuellement le leader du marché avec plus de 38% de part de marché au 1er trimestre 2018.",(+225) 21-75-11-60,Treichville Boulevard de Marseille  ABIDJAN,Edouard ROCHET,181 371 900,124 240 MFCFA,CFAO MOTORS,Cote Ivoire,Distribution,Pas encore %,99126,33.59
CFAC.ci,2022,6711,37.0,69,"La société : CFAO MOTORS est une filiale du groupe CFAO, détenue à plus de 97% par TTC Japan (Toyota). Le groupe est présent en Côte d'Ivoire depuis 1973 et est le distributeur exclusif de huit marques de renommée mondiale : Citroën, Peugeot, Toyota, Mitsubishi, Yamaha, Suzuki, JCB et Bridgestone. La société est actuellement le leader du marché avec plus de 38% de part de marché au 1er trimestre 2018.",(+225) 21-75-11-60,Treichville Boulevard de Marseille  ABIDJAN,Edouard ROCHET,181 371 900,124 240 MFCFA,CFAO MOTORS,Cote Ivoire,Distribution,Pas encore %,119731,18.92
CFAC.ci,2023,5534,30.51,29,"La société : CFAO MOTORS est une filiale du groupe CFAO, détenue à plus de 97% par TTC Japan (Toyota). Le groupe est présent en Côte d'Ivoire depuis 1973 et est le distributeur exclusif de huit marques de renommée mondiale : Citroën, Peugeot, Toyota, Mitsubishi, Yamaha, Suzuki, JCB et Bridgestone. La société est actuellement le leader du marché avec plus de 38% de part de marché au 1er trimestre 2018.",(+225) 21-75-11-60,Treichville Boulevard de Marseille  ABIDJAN,Edouard ROCHET,181 371 900,124 240 MFCFA,CFAO MOTORS,Cote Ivoire,Distribution,Pas encore %,146375,22.94
CFAC.ci,2024,6399,35.0,0,"La société : CFAO MOTORS est une filiale du groupe CFAO, détenue à plus de 97% par TTC Japan (Toyota). Le groupe est présent en Côte d'Ivoire depuis 1973 et est le distributeur exclusif de huit marques de renommée mondiale : Citroën, Peugeot, Toyota, Mitsubishi, Yamaha, Suzuki, JCB et Bridgestone. La société est actuellement le leader du marché avec plus de 38% de part de marché au 1er trimestre 2018.",(+225) 21-75-11-60,Treichville Boulevard de Marseille  ABIDJAN,Edouard ROCHET,181 371 900,124 240 MFCFA,CFAO MOTORS,Cote Ivoire,Distribution,Pas encore %,180162,20.0
CIEC.ci,2020,6534,116.69,105,"Créé le 24 août 1990 par le groupe français BOUYGUES et la société d'électricité EDF, CIE est une société privée ivoirienne de monopole qui détient une concession de service public pour la production, le transport, l'exportation, l'importation, la distribution et la commercialisation d'électricité. Après deux périodes de quinze années chacune de collaboration (allant de 1990 à 2005 et de 2005 à 2020), l'état de Côte d'Ivoire et la CIE ont renouvelé leur partenariat pour une période 12 ans, soit de 2020 à 2032. La compagnie exporte de l'électricité vers le Bénin, le Burkina Faso, le Ghana, le Togo, le Mali et bientôt la Guinée.",(+225) 21-23-30-00,"COMPAGNIE IVOIRIENNE D'ELECTRICITE 1, Avenue Christiani Treichville 01 BP 6923 Abidjan 01 ABIDJAN",Ahmadou BAKAYOKO,56 000 000,105 280 MFCFA,Societé Electricité CI,Cote Ivoire,Service Public,"+134,21 %",666829,16.88
CIEC.ci,2021,16170,288.75,167,"Créé le 24 août 1990 par le groupe français BOUYGUES et la société d'électricité EDF, CIE est une société privée ivoirienne de monopole qui détient une concession de service public pour la production, le transport, l'exportation, l'importation, la distribution et la commercialisation d'électricité. Après deux périodes de quinze années chacune de collaboration (allant de 1990 à 2005 et de 2005 à 2020), l'état de Côte d'Ivoire et la CIE ont renouvelé leur partenariat pour une période 12 ans, soit de 2020 à 2032. La compagnie exporte de l'électricité vers le Bénin, le Burkina Faso, le Ghana, le Togo, le Mali et bientôt la Guinée.",(+225) 21-23-30-00,"COMPAGNIE IVOIRIENNE D'ELECTRICITE 1, Avenue Christiani Treichville 01 BP 6923 Abidjan 01 ABIDJAN",Ahmadou BAKAYOKO,56 000 000,105 280 MFCFA,Societé Electricité CI,Cote Ivoire,Service Public,"+134,21 %",722628,6.82
CIEC.ci,2022,9757,174.23,153,"Créé le 24 août 1990 par le groupe français BOUYGUES et la société d'électricité EDF, CIE est une société privée ivoirienne de monopole qui détient une concession de service public pour la production, le transport, l'exportation, l'importation, la distribution et la commercialisation d'électricité. Après deux périodes de quinze années chacune de collaboration (allant de 1990 à 2005 et de 2005 à 2020), l'état de Côte d'Ivoire et la CIE ont renouvelé leur partenariat pour une période 12 ans, soit de 2020 à 2032. La compagnie exporte de l'électricité vers le Bénin, le Burkina Faso, le Ghana, le Togo, le Mali et bientôt la Guinée.",(+225) 21-23-30-00,"COMPAGNIE IVOIRIENNE D'ELECTRICITE 1, Avenue Christiani Treichville 01 BP 6923 Abidjan 01 ABIDJAN",Ahmadou BAKAYOKO,56 000 000,105 280 MFCFA,Societé Electricité CI,Cote Ivoire,Service Public,"+134,21 %",231783,11.31
CIEC.ci,2023,9819,175.34,158,"Créé le 24 août 1990 par le groupe français BOUYGUES et la société d'électricité EDF, CIE est une société privée ivoirienne de monopole qui détient une concession de service public pour la production, le transport, l'exportation, l'importation, la distribution et la commercialisation d'électricité. Après deux périodes de quinze années chacune de collaboration (allant de 1990 à 2005 et de 2005 à 2020), l'état de Côte d'Ivoire et la CIE ont renouvelé leur partenariat pour une période 12 ans, soit de 2020 à 2032. La compagnie exporte de l'électricité vers le Bénin, le Burkina Faso, le Ghana, le Togo, le Mali et bientôt la Guinée.",(+225) 21-23-30-00,"COMPAGNIE IVOIRIENNE D'ELECTRICITE 1, Avenue Christiani Treichville 01 BP 6923 Abidjan 01 ABIDJAN",Ahmadou BAKAYOKO,56 000 000,105 280 MFCFA,Societé Electricité CI,Cote Ivoire,Service Public,"+134,21 %",238854,11.24
CIEC.ci,2024,10633,190.0,171,"Créé le 24 août 1990 par le groupe français BOUYGUES et la société d'électricité EDF, CIE est une société privée ivoirienne de monopole qui détient une concession de service public pour la production, le transport, l'exportation, l'importation, la distribution et la commercialisation d'électricité. Après deux périodes de quinze années chacune de collaboration (allant de 1990 à 2005 et de 2005 à 2020), l'état de Côte d'Ivoire et la CIE ont renouvelé leur partenariat pour une période 12 ans, soit de 2020 à 2032. La compagnie exporte de l'électricité vers le Bénin, le Burkina Faso, le Ghana, le Togo, le Mali et bientôt la Guinée.",(+225) 21-23-30-00,"COMPAGNIE IVOIRIENNE D'ELECTRICITE 1, Avenue Christiani Treichville 01 BP 6923 Abidjan 01 ABIDJAN",Ahmadou BAKAYOKO,56 000 000,105 280 MFCFA,Societé Electricité CI,Cote Ivoire,Service Public,"+134,21 %",257218,10.37
ECOC.ci,2020,25365,460.76,352,"Créée en 1988, Ecobank Côte d’Ivoire constitue l’une des premières fliales du Groupe ECOBANK. Elle a démarré ses activités commerciales en 1989 avec un capital social de 2 milliards FCFA suite à l’acquisition de la Chase Manhattan Bank. Au fil des années, Ecobank Côte d’Ivoire a su se hisser parmi les banques leaders du marché ivoirien grâce à un réseau densifié et à une importante capacité de collecte et de distribution de crédits sur les segments des particuliers, PME et Institutionnels. Ecobank Côte d’Ivoire se positionne, au 31 décembre 2017 comme la deuxième (2eme) banque du marché ivoirien tant en termes de ressources que d'emploi, avec des parts de marché respectives estimées à 13,20% et 11,50%.",(+225) 20 31 94 46 (+225) 20 31 94 47),"Rue du commerce, Non loin de la place de la République, Quartier Impér  Abidjan",Paul-Harry Aithnard,55 050 600,405 998 MFCFA,EcoBank Cote d'Ivoire,Cote Ivoire,Banque,"+22,1 %",83400,15.17
ECOC.ci,2021,30018,545.27,294,"Créée en 1988, Ecobank Côte d’Ivoire constitue l’une des premières fliales du Groupe ECOBANK. Elle a démarré ses activités commerciales en 1989 avec un capital social de 2 milliards FCFA suite à l’acquisition de la Chase Manhattan Bank. Au fil des années, Ecobank Côte d’Ivoire a su se hisser parmi les banques leaders du marché ivoirien grâce à un réseau densifié et à une importante capacité de collecte et de distribution de crédits sur les segments des particuliers, PME et Institutionnels. Ecobank Côte d’Ivoire se positionne, au 31 décembre 2017 comme la deuxième (2eme) banque du marché ivoirien tant en termes de ressources que d'emploi, avec des parts de marché respectives estimées à 13,20% et 11,50%.",(+225) 20 31 94 46 (+225) 20 31 94 47),"Rue du commerce, Non loin de la place de la République, Quartier Impér  Abidjan",Paul-Harry Aithnard,55 050 600,405 998 MFCFA,EcoBank Cote d'Ivoire,Cote Ivoire,Banque,"+22,1 %",86521,12.82
ECOC.ci,2022,34304,623.14,420,"Créée en 1988, Ecobank Côte d’Ivoire constitue l’une des premières fliales du Groupe ECOBANK. Elle a démarré ses activités commerciales en 1989 avec un capital social de 2 milliards FCFA suite à l’acquisition de la Chase Manhattan Bank. Au fil des années, Ecobank Côte d’Ivoire a su se hisser parmi les banques leaders du marché ivoirien grâce à un réseau densifié et à une importante capacité de collecte et de distribution de crédits sur les segments des particuliers, PME et Institutionnels. Ecobank Côte d’Ivoire se positionne, au 31 décembre 2017 comme la deuxième (2eme) banque du marché ivoirien tant en termes de ressources que d'emploi, avec des parts de marché respectives estimées à 13,20% et 11,50%.",(+225) 20 31 94 46 (+225) 20 31 94 47),"Rue du commerce, Non loin de la place de la République, Quartier Impér  Abidjan",Paul-Harry Aithnard,55 050 600,405 998 MFCFA,EcoBank Cote d'Ivoire,Cote Ivoire,Banque,"+22,1 %",90545,11.22
ECOC.ci,2023,44598,810.13,549,"Créée en 1988, Ecobank Côte d’Ivoire constitue l’une des premières fliales du Groupe ECOBANK. Elle a démarré ses activités commerciales en 1989 avec un capital social de 2 milliards FCFA suite à l’acquisition de la Chase Manhattan Bank. Au fil des années, Ecobank Côte d’Ivoire a su se hisser parmi les banques leaders du marché ivoirien grâce à un réseau densifié et à une importante capacité de collecte et de distribution de crédits sur les segments des particuliers, PME et Institutionnels. Ecobank Côte d’Ivoire se positionne, au 31 décembre 2017 comme la deuxième (2eme) banque du marché ivoirien tant en termes de ressources que d'emploi, avec des parts de marché respectives estimées à 13,20% et 11,50%.",(+225) 20 31 94 46 (+225) 20 31 94 47),"Rue du commerce, Non loin de la place de la République, Quartier Impér  Abidjan",Paul-Harry Aithnard,55 050 600,405 998 MFCFA,EcoBank Cote d'Ivoire,Cote Ivoire,Banque,"+22,1 %",99155,8.63
ECOC.ci,2024,48071,873.0,594,"Créée en 1988, Ecobank Côte d’Ivoire constitue l’une des premières fliales du Groupe ECOBANK. Elle a démarré ses activités commerciales en 1989 avec un capital social de 2 milliards FCFA suite à l’acquisition de la Chase Manhattan Bank. Au fil des années, Ecobank Côte d’Ivoire a su se hisser parmi les banques leaders du marché ivoirien grâce à un réseau densifié et à une importante capacité de collecte et de distribution de crédits sur les segments des particuliers, PME et Institutionnels. Ecobank Côte d’Ivoire se positionne, au 31 décembre 2017 comme la deuxième (2eme) banque du marché ivoirien tant en termes de ressources que d'emploi, avec des parts de marché respectives estimées à 13,20% et 11,50%.",(+225) 20 31 94 46 (+225) 20 31 94 47),"Rue du commerce, Non loin de la place de la République, Quartier Impér  Abidjan",Paul-Harry Aithnard,55 050 600,405 998 MFCFA,EcoBank Cote d'Ivoire,Cote Ivoire,Banque,"+22,1 %",110189,8.01
PRSC.ci,2020,1807,176.45,159,"TRACTAFRIC Motors CI est une filiale du groupe TRACTAFRIC Motors Corporation, elle-même filiale de la Compagnie OPTORG.  Le groupe est présent en Côte d'Ivoire depuis 1960 et est présent dans plusieurs pays d'Afrique. TRACTAFRIC MOTORS CI importe et vend les marques Hyundai, Ford, Mazda, BMW et Mini en Côte d'Ivoire grâce à ses différentes concessions automobiles et offre également des services de location de véhicules EUROPCAR et un service pneumatique MICHELIN.  La société est la deuxième plus grande compagnie de distribution de véhicule en termes de part de marché avec environ 19.4% à la fin de 2017.",(+225) 21-75-03-00/40,"Km 4 -Boulevard de Marseille Zone 3, Abidjan  Abidjan",Philippe Raynal,10 240 000,23 296 MFCFA,TractAfric Motors,Cote Ivoire,Distribution,Pas encore %,54776,13.01
PRSC.ci,2021,1863,182.0,163,"TRACTAFRIC Motors CI est une filiale du groupe TRACTAFRIC Motors Corporation, elle-même filiale de la Compagnie OPTORG.  Le groupe est présent en Côte d'Ivoire depuis 1960 et est présent dans plusieurs pays d'Afrique. TRACTAFRIC MOTORS CI importe et vend les marques Hyundai, Ford, Mazda, BMW et Mini en Côte d'Ivoire grâce à ses différentes concessions automobiles et offre également des services de location de véhicules EUROPCAR et un service pneumatique MICHELIN.  La société est la deuxième plus grande compagnie de distribution de véhicule en termes de part de marché avec environ 19.4% à la fin de 2017.",(+225) 21-75-03-00/40,"Km 4 -Boulevard de Marseille Zone 3, Abidjan  Abidjan",Philippe Raynal,10 240 000,23 296 MFCFA,TractAfric Motors,Cote Ivoire,Distribution,Pas encore %,51108,12.61
PRSC.ci,2022,3067,299.51,176,"TRACTAFRIC Motors CI est une filiale du groupe TRACTAFRIC Motors Corporation, elle-même filiale de la Compagnie OPTORG.  Le groupe est présent en Côte d'Ivoire depuis 1960 et est présent dans plusieurs pays d'Afrique. TRACTAFRIC MOTORS CI importe et vend les marques Hyundai, Ford, Mazda, BMW et Mini en Côte d'Ivoire grâce à ses différentes concessions automobiles et offre également des services de location de véhicules EUROPCAR et un service pneumatique MICHELIN.  La société est la deuxième plus grande compagnie de distribution de véhicule en termes de part de marché avec environ 19.4% à la fin de 2017.",(+225) 21-75-03-00/40,"Km 4 -Boulevard de Marseille Zone 3, Abidjan  Abidjan",Philippe Raynal,10 240 000,23 296 MFCFA,TractAfric Motors,Cote Ivoire,Distribution,Pas encore %,65019,7.66
PRSC.ci,2023,3644,355.88,224,"TRACTAFRIC Motors CI est une filiale du groupe TRACTAFRIC Motors Corporation, elle-même filiale de la Compagnie OPTORG.  Le groupe est présent en Côte d'Ivoire depuis 1960 et est présent dans plusieurs pays d'Afrique. TRACTAFRIC MOTORS CI importe et vend les marques Hyundai, Ford, Mazda, BMW et Mini en Côte d'Ivoire grâce à ses différentes concessions automobiles et offre également des services de location de véhicules EUROPCAR et un service pneumatique MICHELIN.  La société est la deuxième plus grande compagnie de distribution de véhicule en termes de part de marché avec environ 19.4% à la fin de 2017.",(+225) 21-75-03-00/40,"Km 4 -Boulevard de Marseille Zone 3, Abidjan  Abidjan",Philippe Raynal,10 240 000,23 296 MFCFA,TractAfric Motors,Cote Ivoire,Distribution,Pas encore %,70092,6.45
PRSC.ci,2024,2084,204.0,183,"TRACTAFRIC Motors CI est une filiale du groupe TRACTAFRIC Motors Corporation, elle-même filiale de la Compagnie OPTORG.  Le groupe est présent en Côte d'Ivoire depuis 1960 et est présent dans plusieurs pays d'Afrique. TRACTAFRIC MOTORS CI importe et vend les marques Hyundai, Ford, Mazda, BMW et Mini en Côte d'Ivoire grâce à ses différentes concessions automobiles et offre également des services de location de véhicules EUROPCAR et un service pneumatique MICHELIN.  La société est la deuxième plus grande compagnie de distribution de véhicule en termes de part de marché avec environ 19.4% à la fin de 2017.",(+225) 21-75-03-00/40,"Km 4 -Boulevard de Marseille Zone 3, Abidjan  Abidjan",Philippe Raynal,10 240 000,23 296 MFCFA,TractAfric Motors,Cote Ivoire,Distribution,Pas encore %,77879,11.25
